timestamp,open,high,low,close,volume
2025-07-17 08:00:00,118311.75,118424.28,118082.99,118330.93,416.84953
2025-07-17 09:00:00,118330.93,119192.0,118242.26,118769.34,734.00895
2025-07-17 10:00:00,118769.34,118869.73,118241.24,118340.01,402.69694
2025-07-17 11:00:00,118340.0,118398.82,117974.99,117995.0,488.32774
2025-07-17 12:00:00,117995.0,118183.74,117453.57,117867.08,1041.93489
2025-07-17 13:00:00,117867.08,118446.19,117520.6,118281.99,846.07215
2025-07-17 14:00:00,118281.99,118834.2,118141.47,118770.94,695.28925
2025-07-17 15:00:00,118770.94,119073.46,118334.34,118881.99,592.49854
2025-07-17 16:00:00,118881.99,118954.66,118333.6,118558.61,550.68619
2025-07-17 17:00:00,118558.61,119328.89,118500.0,119261.5,555.62392
2025-07-17 18:00:00,119261.51,119780.67,119211.94,119580.0,689.15184
2025-07-17 19:00:00,119580.0,119880.13,118821.06,118959.66,638.4785
2025-07-17 20:00:00,118959.66,119436.87,118383.97,119436.86,583.39954
2025-07-17 21:00:00,119436.86,120998.71,119431.93,120272.19,1869.7935
2025-07-17 22:00:00,120272.19,120693.35,119485.71,119766.71,695.69871
2025-07-17 23:00:00,119766.7,119879.35,119170.52,119177.56,613.37046
2025-07-18 00:00:00,119177.56,119786.52,119020.48,119739.06,492.21525
2025-07-18 01:00:00,119739.06,120785.49,119644.21,120336.88,1117.34665
2025-07-18 02:00:00,120336.88,120399.04,119869.97,120096.43,585.26308
2025-07-18 03:00:00,120096.42,120478.83,119949.28,120223.09,478.04437
2025-07-18 04:00:00,120223.08,120486.29,119750.0,120403.4,535.70911
2025-07-18 05:00:00,120403.4,120635.97,120210.02,120589.95,806.90934
2025-07-18 06:00:00,120589.94,120820.71,120075.04,120251.0,876.24559
2025-07-18 07:00:00,120251.0,120386.27,119287.72,119339.51,1430.3153
2025-07-18 08:00:00,119339.51,119469.21,118395.0,118642.01,1456.19404
2025-07-18 09:00:00,118642.02,118974.99,118442.84,118875.01,960.39557
2025-07-18 10:00:00,118875.01,119259.98,118502.7,119250.72,893.61085
2025-07-18 11:00:00,119250.72,119281.93,118772.4,119171.34,504.29437
2025-07-18 12:00:00,119171.35,119531.48,119145.84,119442.44,580.75482
2025-07-18 13:00:00,119442.43,119442.44,118500.0,118773.38,1270.18453
2025-07-18 14:00:00,118773.38,119242.63,117315.69,118139.99,2133.86458
2025-07-18 15:00:00,118139.99,118265.96,117480.0,117860.25,1035.97451
2025-07-18 16:00:00,117860.24,118054.92,117479.92,117553.42,743.90949
2025-07-18 17:00:00,117553.41,117996.49,117377.0,117600.01,466.84347
2025-07-18 18:00:00,117600.01,117723.11,117235.0,117310.72,633.76775
2025-07-18 19:00:00,117310.72,117874.0,117120.53,117374.76,720.06492
2025-07-18 20:00:00,117374.75,117539.51,116812.76,117405.0,971.31857
2025-07-18 21:00:00,117404.99,117879.9,117368.01,117676.82,398.26546
2025-07-18 22:00:00,117676.81,117962.09,117402.25,117683.71,397.4577
2025-07-18 23:00:00,117683.71,118021.62,117455.94,117924.84,435.71334
2025-07-19 00:00:00,117924.84,118028.86,117714.85,117739.7,314.9014
2025-07-19 01:00:00,117739.7,118109.95,117613.35,118036.73,286.4576
2025-07-19 02:00:00,118036.74,118297.72,117935.0,118201.03,339.10664
2025-07-19 03:00:00,118201.04,118371.42,118123.6,118322.54,382.53888
2025-07-19 04:00:00,118322.53,118364.0,118096.89,118134.83,245.36594
2025-07-19 05:00:00,118134.83,118289.43,118044.19,118205.98,257.94833
2025-07-19 06:00:00,118205.98,118261.7,118065.8,118164.42,162.98805
2025-07-19 07:00:00,118164.42,118326.8,118156.32,118163.06,162.42311
2025-07-19 08:00:00,118163.07,118265.95,117943.25,118101.82,259.81389
2025-07-19 09:00:00,118101.83,118328.0,118069.22,118244.3,201.68294
2025-07-19 10:00:00,118244.3,118479.34,118180.36,118440.38,392.75678
2025-07-19 11:00:00,118440.39,118499.9,118166.39,118327.06,269.17371
2025-07-19 12:00:00,118327.05,118327.06,118099.46,118242.04,323.90381
2025-07-19 13:00:00,118242.04,118317.42,118086.0,118188.14,280.81512
2025-07-19 14:00:00,118188.15,118229.8,117627.71,117668.14,707.8297
2025-07-19 15:00:00,117668.14,118240.01,117661.04,118058.11,344.11867
2025-07-19 16:00:00,118058.1,118161.51,117850.0,117973.99,202.06426
2025-07-19 17:00:00,117974.0,117984.68,117741.93,117808.17,192.03328
2025-07-19 18:00:00,117808.17,118028.0,117761.58,117859.1,127.41782
2025-07-19 19:00:00,117859.1,118141.0,117605.26,118007.88,258.76097
2025-07-19 20:00:00,118007.88,118141.0,117708.55,117720.01,212.75326
2025-07-19 21:00:00,117720.0,117836.56,117277.34,117705.82,417.75569
2025-07-19 22:00:00,117705.81,117850.14,117529.44,117792.98,169.57842
2025-07-19 23:00:00,117792.98,117935.76,117738.63,117840.0,123.61479
2025-07-20 00:00:00,117840.01,117996.49,117650.0,117942.31,137.64118
2025-07-20 01:00:00,117942.31,118131.2,117900.72,117941.25,244.5789
2025-07-20 02:00:00,117941.25,118006.37,117766.42,117970.49,319.10411
2025-07-20 03:00:00,117970.5,118165.38,117706.9,117958.01,514.71198
2025-07-20 04:00:00,117958.0,118127.39,117900.0,117949.98,209.68915
2025-07-20 05:00:00,117949.99,117976.36,117800.0,117846.91,262.71011
2025-07-20 06:00:00,117846.92,117884.29,117760.67,117824.48,128.67886
2025-07-20 07:00:00,117824.49,118218.0,117824.48,118029.49,339.64911
2025-07-20 08:00:00,118029.49,118255.14,118000.0,118151.14,659.2723
2025-07-20 09:00:00,118151.15,118277.17,117886.51,117913.11,427.04081
2025-07-20 10:00:00,117913.12,117993.86,117876.42,117888.21,342.66508
2025-07-20 11:00:00,117888.21,118081.66,117819.88,117878.46,371.30411
2025-07-20 12:00:00,117878.46,118169.36,117723.23,118085.43,1364.32398
2025-07-20 13:00:00,118085.43,118422.57,118085.42,118417.35,635.77922
2025-07-20 14:00:00,118417.35,118799.8,118277.77,118468.41,858.70947
2025-07-20 15:00:00,118468.41,118775.85,118347.38,118671.11,421.29202
2025-07-20 16:00:00,118671.12,118856.8,118465.0,118557.78,586.79687
2025-07-20 17:00:00,118557.77,118557.78,117960.0,118018.69,611.1576
2025-07-20 18:00:00,118018.7,118448.2,118018.7,118361.79,651.93273
2025-07-20 19:00:00,118361.8,118563.93,118155.0,118155.01,269.24086
2025-07-20 20:00:00,118155.0,118263.0,117852.72,118087.67,459.44638
2025-07-20 21:00:00,118087.67,118153.88,117830.2,117997.88,339.24007
2025-07-20 22:00:00,117997.87,118040.0,116467.02,117479.93,2198.48268
2025-07-20 23:00:00,117479.92,117556.93,116955.94,117265.12,609.48131
2025-07-21 00:00:00,117265.11,117352.06,116515.0,117352.06,857.45207
2025-07-21 01:00:00,117352.05,117441.62,116775.95,117305.86,496.20828
2025-07-21 02:00:00,117305.86,118183.93,117305.86,118183.92,687.53225
2025-07-21 03:00:00,118183.92,118614.7,118131.75,118404.0,753.42903
2025-07-21 04:00:00,118404.01,118634.57,118282.25,118331.61,405.68153
2025-07-21 05:00:00,118331.62,118430.24,118188.95,118430.22,471.56768
2025-07-21 06:00:00,118430.22,119241.57,118290.24,119169.25,1099.23474
2025-07-21 07:00:00,119169.26,119676.73,119162.62,119362.67,807.18244
2025-07-21 08:00:00,119364.18,119500.0,118854.9,119016.83,700.59303
2025-07-21 09:00:00,119016.84,119086.05,118527.12,118690.05,373.46118
2025-07-21 10:00:00,118690.05,118820.0,118344.0,118578.14,677.30519
2025-07-21 11:00:00,118578.14,118798.2,118070.16,118070.17,760.53044
2025-07-21 12:00:00,118070.17,118590.0,117778.7,118172.82,742.548
2025-07-21 13:00:00,118172.82,119100.0,117888.25,118834.0,1080.14384
2025-07-21 14:00:00,118834.0,119233.71,118432.0,118828.99,1012.98942
2025-07-21 15:00:00,118828.99,119119.59,118270.0,118313.16,669.70168
2025-07-21 16:00:00,118313.16,118399.1,117500.0,117738.44,1307.79158
2025-07-21 17:00:00,117738.44,118093.13,117321.84,117847.82,692.69059
2025-07-21 18:00:00,117847.83,118213.24,117100.0,117162.28,666.85458
2025-07-21 19:00:00,117162.28,117521.01,116666.0,116767.67,1149.65254
2025-07-21 20:00:00,116767.67,117252.0,116656.88,116939.4,697.73214
2025-07-21 21:00:00,116939.4,117371.99,116879.1,117215.25,403.94845
2025-07-21 22:00:00,117215.25,117633.66,117117.85,117348.96,307.79739
2025-07-21 23:00:00,117348.97,117508.25,117107.03,117380.36,285.30321
2025-07-22 00:00:00,117380.36,117524.07,117012.29,117123.69,512.7688
2025-07-22 01:00:00,117123.68,117950.0,116128.0,117750.01,1747.33705
2025-07-22 02:00:00,117750.01,117800.0,116969.67,117027.81,641.70987
2025-07-22 03:00:00,117027.81,117271.32,116683.93,117210.0,805.64841
2025-07-22 04:00:00,117210.0,117357.21,116555.0,116555.01,1108.40285
2025-07-22 05:00:00,116555.01,117346.17,116552.18,117329.27,706.3125
2025-07-22 06:00:00,117329.28,117847.77,117275.47,117847.26,782.21261
2025-07-22 07:00:00,117847.26,118594.55,117780.0,117983.68,1682.91379
2025-07-22 08:00:00,117983.69,118345.0,117488.19,118289.99,931.64911
2025-07-22 09:00:00,118290.0,118656.0,117873.42,118399.09,867.84135
2025-07-22 10:00:00,118399.09,118956.0,118302.01,118955.99,608.10463
2025-07-22 11:00:00,118955.99,119188.3,118784.0,119154.99,969.19626
2025-07-22 12:00:00,119154.99,119419.74,119037.02,119293.7,896.31634
2025-07-22 13:00:00,119293.7,119573.53,118034.63,118147.82,1663.45612
2025-07-22 14:00:00,118147.83,119140.14,117550.0,119060.0,1271.80822
2025-07-22 15:00:00,119060.01,119177.53,118690.38,118912.04,765.65863
2025-07-22 16:00:00,118912.04,119350.01,118626.35,118681.26,608.5666
2025-07-22 17:00:00,118681.25,119213.0,118368.19,119199.39,444.47061
2025-07-22 18:00:00,119199.39,120183.96,119044.06,119733.69,1310.2716
2025-07-22 19:00:00,119733.7,119914.97,119097.6,119282.1,704.31973
2025-07-22 20:00:00,119282.11,119901.88,119203.2,119703.28,539.53916
2025-07-22 21:00:00,119703.29,119770.84,119400.0,119400.0,239.71174
2025-07-22 22:00:00,119400.0,120035.29,119385.21,119844.23,608.63065
2025-07-22 23:00:00,119844.23,120247.8,119835.56,119954.42,542.2831
2025-07-23 00:00:00,119954.43,120090.0,119500.29,119546.56,373.25447
2025-07-23 01:00:00,119546.56,119666.04,119379.63,119488.22,386.63831
2025-07-23 02:00:00,119488.21,119531.29,118983.34,119090.73,754.14191
2025-07-23 03:00:00,119090.73,119116.68,118532.96,118614.17,554.08458
2025-07-23 04:00:00,118614.16,118996.01,118576.38,118996.0,301.65112
2025-07-23 05:00:00,118996.01,119006.05,118615.97,118645.04,468.54694
2025-07-23 06:00:00,118645.04,118717.12,118329.04,118417.99,401.51312
2025-07-23 07:00:00,118417.99,118592.39,118288.2,118350.35,392.52237
2025-07-23 08:00:00,118350.35,118552.0,118222.71,118423.21,415.94192
2025-07-23 09:00:00,118423.21,118457.86,117910.66,118040.0,501.38076
2025-07-23 10:00:00,118040.01,118379.74,117844.24,118372.12,510.46248
2025-07-23 11:00:00,118372.13,118619.79,118160.0,118538.46,373.31825
2025-07-23 12:00:00,118538.46,118655.0,117799.87,117980.7,730.54489
2025-07-23 13:00:00,117980.69,118199.89,117330.0,117381.44,1612.8477
2025-07-23 14:00:00,117381.44,118205.0,117301.0,118204.99,952.15862
2025-07-23 15:00:00,118204.99,118708.24,117823.21,118567.39,741.63721
2025-07-23 16:00:00,118567.39,118567.39,117561.23,117712.53,803.50351
2025-07-23 17:00:00,117712.53,118136.46,117331.63,118131.99,856.62881
2025-07-23 18:00:00,118131.99,118387.85,117998.9,118379.45,514.88794
2025-07-23 19:00:00,118379.44,118466.69,118218.12,118393.64,476.80341
2025-07-23 20:00:00,118393.64,118498.76,117559.91,117900.0,625.02001
2025-07-23 21:00:00,117900.0,118181.36,117381.8,118181.36,644.9173
2025-07-23 22:00:00,118181.75,118630.39,117937.47,118568.99,553.07391
2025-07-23 23:00:00,118568.99,118756.0,118421.86,118755.99,613.27129
2025-07-24 00:00:00,118756.0,119138.57,118571.17,119060.0,647.45883
2025-07-24 01:00:00,119060.01,119100.0,118787.32,119094.4,299.18389
2025-07-24 02:00:00,119094.4,119094.4,118808.44,118960.6,290.68089
2025-07-24 03:00:00,118960.6,119273.36,118466.71,118488.92,640.95973
2025-07-24 04:00:00,118488.92,118610.25,117830.0,117941.86,760.33077
2025-07-24 05:00:00,117941.86,117953.72,117500.0,117604.55,902.71116
2025-07-24 06:00:00,117604.54,117855.0,117380.03,117466.81,933.69554
2025-07-24 07:00:00,117466.81,118473.62,117103.1,118416.21,1190.19498
2025-07-24 08:00:00,118416.21,118811.09,118224.76,118775.28,827.24635
2025-07-24 09:00:00,118775.29,118814.47,118300.53,118507.08,476.62912
2025-07-24 10:00:00,118507.07,118648.53,117955.59,118373.99,531.255
2025-07-24 11:00:00,118374.0,118739.13,118297.56,118600.0,569.02762
2025-07-24 12:00:00,118600.0,118728.33,118281.12,118531.42,776.17409
2025-07-24 13:00:00,118531.43,118727.53,118220.0,118227.48,630.03049
2025-07-24 14:00:00,118227.48,119109.74,117832.32,119057.11,1286.22387
2025-07-24 15:00:00,119057.12,119450.0,118614.84,119092.65,1446.86371
2025-07-24 16:00:00,119092.65,119190.41,118350.0,118529.97,870.59406
2025-07-24 17:00:00,118529.97,119307.43,118481.7,119122.94,402.20867
2025-07-24 18:00:00,119122.95,119395.81,118960.27,119044.29,426.58619
2025-07-24 19:00:00,119044.29,119343.97,118900.02,118943.42,467.4377
2025-07-24 20:00:00,118943.42,119010.64,118722.02,118722.02,271.81117
2025-07-24 21:00:00,118722.03,118790.44,118487.2,118527.52,211.57104
2025-07-24 22:00:00,118527.51,118626.09,118186.57,118280.01,387.73703
2025-07-24 23:00:00,118280.0,118450.24,118166.94,118340.99,560.27853
2025-07-25 00:00:00,118340.98,118451.57,117652.85,117664.56,992.03849
2025-07-25 01:00:00,117664.55,117802.04,117231.0,117359.26,2379.32463
2025-07-25 02:00:00,117359.27,117396.96,116353.66,116353.67,3274.41246
2025-07-25 03:00:00,116353.67,116428.55,115330.86,115419.66,4481.42935
2025-07-25 04:00:00,115419.65,116144.63,115115.0,116102.7,2028.74795
2025-07-25 05:00:00,116102.71,116102.71,115263.54,115500.0,1990.02649
2025-07-25 06:00:00,115500.0,115511.54,115200.0,115284.25,2030.76329
2025-07-25 07:00:00,115284.25,115946.26,114723.16,115320.01,2785.7139
2025-07-25 08:00:00,115320.01,115980.82,115008.85,115202.55,3646.45319
2025-07-25 09:00:00,115202.55,116033.46,115020.59,116033.44,1501.26322
2025-07-25 10:00:00,116033.44,116487.5,115990.09,116308.48,927.16868
2025-07-25 11:00:00,116308.48,116782.13,116308.48,116543.58,1141.32627
2025-07-25 12:00:00,116543.59,116656.99,115963.97,116105.96,1288.03796
2025-07-25 13:00:00,116105.96,116600.0,115564.75,116216.27,1802.0313
2025-07-25 14:00:00,116216.27,116286.87,114908.0,114960.01,2025.1148
2025-07-25 15:00:00,114960.01,115846.39,114916.48,115727.08,1246.60929
2025-07-25 16:00:00,115727.07,116214.88,115455.46,116185.32,941.06562
2025-07-25 17:00:00,116185.31,116345.74,115871.8,116042.5,679.50606
2025-07-25 18:00:00,116042.51,116568.73,116042.5,116491.53,629.2576
2025-07-25 19:00:00,116491.53,116997.21,116405.7,116688.6,839.57954
2025-07-25 20:00:00,116688.6,117306.0,116578.02,117040.01,737.6538
2025-07-25 21:00:00,117040.01,117377.59,116956.0,117214.23,418.42958
2025-07-25 22:00:00,117214.23,117343.89,117102.3,117279.97,248.88589
2025-07-25 23:00:00,117279.97,117630.0,117186.83,117614.31,371.50937
2025-07-26 00:00:00,117614.31,117614.32,117330.24,117496.0,388.41101
2025-07-26 01:00:00,117496.0,117550.9,117138.38,117153.73,266.66811
2025-07-26 02:00:00,117153.74,117750.0,117153.73,117469.0,391.82574
2025-07-26 03:00:00,117469.01,117603.0,117462.64,117489.62,175.33791
2025-07-26 04:00:00,117489.61,117547.92,117396.95,117496.81,182.72574
2025-07-26 05:00:00,117496.8,117541.19,117419.83,117444.99,155.81148
2025-07-26 06:00:00,117444.99,117458.0,117320.0,117350.71,213.86521
2025-07-26 07:00:00,117350.71,117382.76,117304.46,117304.47,454.07762
2025-07-26 08:00:00,117304.47,117615.12,117304.46,117557.14,259.96197
2025-07-26 09:00:00,117557.14,117617.65,117458.0,117570.6,190.39173
2025-07-26 10:00:00,117570.6,118217.45,117545.1,117971.93,749.16688
2025-07-26 11:00:00,117971.94,118072.41,117776.1,117776.11,349.789
2025-07-26 12:00:00,117776.1,117990.0,117772.13,117914.17,171.77445
2025-07-26 13:00:00,117914.16,118220.0,117855.15,118125.24,341.83674
2025-07-26 14:00:00,118125.24,118210.85,117956.0,118064.99,355.21897
2025-07-26 15:00:00,118064.99,118142.87,117818.2,118130.1,434.76718
2025-07-26 16:00:00,118130.1,118188.97,118011.0,118081.18,351.27128
2025-07-26 17:00:00,118081.19,118090.0,117990.0,118039.98,139.66952
2025-07-26 18:00:00,118039.99,118099.99,117941.96,118095.15,195.55155
2025-07-26 19:00:00,118095.16,118297.35,118040.0,118232.11,364.90102
2025-07-26 20:00:00,118232.11,118232.12,117883.86,117956.32,249.16255
2025-07-26 21:00:00,117956.32,118068.0,117888.2,118028.56,149.87446
2025-07-26 22:00:00,118028.56,118276.66,117978.0,118007.02,289.29406
2025-07-26 23:00:00,118007.03,118048.19,117890.0,117919.99,170.31788
2025-07-27 00:00:00,117919.99,117961.89,117825.5,117952.0,131.17257
2025-07-27 01:00:00,117951.99,118190.0,117920.0,118102.0,291.9617
2025-07-27 02:00:00,118102.0,118358.18,118021.85,118309.99,398.69577
2025-07-27 03:00:00,118309.99,118309.99,118080.92,118182.83,185.67692
2025-07-27 04:00:00,118182.83,118272.43,118149.19,118215.1,180.57499
2025-07-27 05:00:00,118215.09,118300.0,118160.84,118274.73,261.59962
2025-07-27 06:00:00,118274.73,118438.83,118197.71,118263.4,218.37982
2025-07-27 07:00:00,118263.4,118263.4,118066.74,118095.95,147.6577
2025-07-27 08:00:00,118095.95,118129.75,117950.47,117950.47,201.29673
2025-07-27 09:00:00,117950.47,117999.91,117859.98,117943.92,195.86439
2025-07-27 10:00:00,117943.92,118292.86,117943.92,118184.92,257.644
2025-07-27 11:00:00,118184.92,118255.32,118050.0,118072.71,181.16448
2025-07-27 12:00:00,118072.71,118111.34,117890.0,118097.39,298.94425
2025-07-27 13:00:00,118097.39,118217.6,118085.87,118201.99,217.84311
2025-07-27 14:00:00,118201.99,118499.0,118149.96,118422.16,467.70923
2025-07-27 15:00:00,118422.16,118588.0,118236.84,118585.74,601.55506
2025-07-27 16:00:00,118585.75,119540.01,118585.75,119090.45,2270.02899
2025-07-27 17:00:00,119090.46,119334.88,118855.58,119196.69,652.20986
2025-07-27 18:00:00,119196.68,119372.87,118942.9,119021.33,339.99317
2025-07-27 19:00:00,119021.33,119073.91,118895.09,118960.0,156.14032
2025-07-27 20:00:00,118960.01,119169.97,118713.74,118754.13,284.59066
2025-07-27 21:00:00,118754.13,119270.15,118724.0,119265.76,238.52881
2025-07-27 22:00:00,119265.75,119766.65,119228.56,119495.17,773.18425
2025-07-27 23:00:00,119495.16,119528.47,119119.53,119415.55,375.89279
2025-07-28 00:00:00,119415.56,119690.32,119126.09,119236.72,466.02933
2025-07-28 01:00:00,119236.72,119480.0,118960.5,119037.77,475.77219
2025-07-28 02:00:00,119037.77,119800.0,119021.11,119434.14,578.13763
2025-07-28 03:00:00,119434.14,119521.03,119234.37,119287.99,304.59253
2025-07-28 04:00:00,119287.99,119423.58,119128.46,119218.05,341.10705
2025-07-28 05:00:00,119218.06,119701.07,119138.24,119526.13,787.5627
2025-07-28 06:00:00,119526.13,119600.0,119440.0,119448.02,349.57844
2025-07-28 07:00:00,119448.03,119448.03,118774.31,118900.0,881.81401
2025-07-28 08:00:00,118900.01,119102.69,118777.98,119072.45,558.77409
2025-07-28 09:00:00,119072.45,119072.45,118704.01,118930.87,367.39295
2025-07-28 10:00:00,118930.88,118953.52,118620.22,118764.53,360.71138
2025-07-28 11:00:00,118764.54,118873.78,118475.47,118803.44,709.37571
